SampleNo,Crop_Name,Fertiliser_Combination_1,Fertiliser_Combination_2
PB/2017-18/95705844/2,Sugarcane,Neem Coated Urea  : 0 | Single Superphosphate (16% P2O5 Granulated): 0 | Potassium Chloride (Muriate of Potash): 0,Diammonium Phosphate (18-46-0): 0 | Neem Coated Urea  : 0 | Potassium Chloride (Muriate of Potash): 0
PB/2017-18/95705844/2,Cotton,Neem Coated Urea  : 435 | Single Superphosphate (16% P2O5 Granulated): 313 | Potassium Chloride (Muriate of Potash): 67,Diammonium Phosphate (18-46-0): 109 | Neem Coated Urea  : 392 | Potassium Chloride (Muriate of Potash): 67
PB/2017-18/95705844/1,Buck Wheat (Kaspat),Neem Coated Urea  : 0 | Single Superphosphate (16% P2O5 Granulated): 0 | Potassium Chloride (Muriate of Potash): 0,Diammonium Phosphate (18-46-0): 0 | Neem Coated Urea  : 0 | Potassium Chloride (Muriate of Potash): 0
PB/2017-18/95705844/1,Paddy(Dhaan),Neem Coated Urea  : 0 | Single Superphosphate (16% P2O5 Granulated): 0 | Potassium Chloride (Muriate of Potash): 0,Diammonium Phosphate (18-46-0): 0 | Neem Coated Urea  : 0 | Potassium Chloride (Muriate of Potash): 0
PB/2017-18/95705844/1,Maize,Neem Coated Urea  : 361 | Single Superphosphate (16% P2O5 Granulated): 625 | Potassium Chloride (Muriate of Potash): 67,Diammonium Phosphate (18-46-0): 217 | Neem Coated Urea  : 276 | Potassium Chloride (Muriate of Potash): 67
PB/2017-18/95705844/1,Mustard,Neem Coated Urea  : 289 | Single Superphosphate (16% P2O5 Granulated): 313 | Potassium Chloride (Muriate of Potash): 33,Diammonium Phosphate (18-46-0): 109 | Neem Coated Urea  : 247 | Potassium Chloride (Muriate of Potash): 33
PB/2017-18/95705844/1,Sugarcane,Neem Coated Urea  : 0 | Single Superphosphate (16% P2O5 Granulated): 0 | Potassium Chloride (Muriate of Potash): 0,Diammonium Phosphate (18-46-0): 0 | Neem Coated Urea  : 0 | Potassium Chloride (Muriate of Potash): 0
PB/2017-18/95705844/1,Cotton,Neem Coated Urea  : 435 | Single Superphosphate (16% P2O5 Granulated): 313 | Potassium Chloride (Muriate of Potash): 67,Diammonium Phosphate (18-46-0): 109 | Neem Coated Urea  : 392 | Potassium Chloride (Muriate of Potash): 67
PB/2017-18/95705903/2,Buck Wheat (Kaspat),Neem Coated Urea  : 0 | Single Superphosphate (16% P2O5 Granulated): 0 | Potassium Chloride (Muriate of Potash): 0,Diammonium Phosphate (18-46-0): 0 | Neem Coated Urea  : 0 | Potassium Chloride (Muriate of Potash): 0
PB/2017-18/95705903/2,Paddy(Dhaan),Neem Coated Urea  : 0 | Single Superphosphate (16% P2O5 Granulated): 0 | Potassium Chloride (Muriate of Potash): 0,Diammonium Phosphate (18-46-0): 0 | Neem Coated Urea  : 0 | Potassium Chloride (Muriate of Potash): 0
PB/2017-18/95705903/2,Maize,Neem Coated Urea  : 361 | Single Superphosphate (16% P2O5 Granulated): 625 | Potassium Chloride (Muriate of Potash): 67,Diammonium Phosphate (18-46-0): 217 | Neem Coated Urea  : 276 | Potassium Chloride (Muriate of Potash): 67
PB/2017-18/95705903/2,Mustard,Neem Coated Urea  : 289 | Single Superphosphate (16% P2O5 Granulated): 313 | Potassium Chloride (Muriate of Potash): 33,Diammonium Phosphate (18-46-0): 109 | Neem Coated Urea  : 247 | Potassium Chloride (Muriate of Potash): 33
PB/2017-18/95705903/2,Sugarcane,Neem Coated Urea  : 0 | Single Superphosphate (16% P2O5 Granulated): 0 | Potassium Chloride (Muriate of Potash): 0,Diammonium Phosphate (18-46-0): 0 | Neem Coated Urea  : 0 | Potassium Chloride (Muriate of Potash): 0
PB/2017-18/95705903/2,Cotton,Neem Coated Urea  : 435 | Single Superphosphate (16% P2O5 Granulated): 313 | Potassium Chloride (Muriate of Potash): 67,Diammonium Phosphate (18-46-0): 109 | Neem Coated Urea  : 392 | Potassium Chloride (Muriate of Potash): 67
PB/2017-18/95705903/1,Buck Wheat (Kaspat),Neem Coated Urea  : 0 | Single Superphosphate (16% P2O5 Granulated): 0 | Potassium Chloride (Muriate of Potash): 0,Diammonium Phosphate (18-46-0): 0 | Neem Coated Urea  : 0 | Potassium Chloride (Muriate of Potash): 0
PB/2017-18/95705903/1,Paddy(Dhaan),Neem Coated Urea  : 0 | Single Superphosphate (16% P2O5 Granulated): 0 | Potassium Chloride (Muriate of Potash): 0,Diammonium Phosphate (18-46-0): 0 | Neem Coated Urea  : 0 | Potassium Chloride (Muriate of Potash): 0
PB/2017-18/95705903/1,Maize,Neem Coated Urea  : 361 | Single Superphosphate (16% P2O5 Granulated): 625 | Potassium Chloride (Muriate of Potash): 67,Diammonium Phosphate (18-46-0): 217 | Neem Coated Urea  : 276 | Potassium Chloride (Muriate of Potash): 67
PB/2017-18/95705903/1,Mustard,Neem Coated Urea  : 289 | Single Superphosphate (16% P2O5 Granulated): 313 | Potassium Chloride (Muriate of Potash): 33,Diammonium Phosphate (18-46-0): 109 | Neem Coated Urea  : 247 | Potassium Chloride (Muriate of Potash): 33
PB/2017-18/95705903/1,Sugarcane,Neem Coated Urea  : 0 | Single Superphosphate (16% P2O5 Granulated): 0 | Potassium Chloride (Muriate of Potash): 0,Diammonium Phosphate (18-46-0): 0 | Neem Coated Urea  : 0 | Potassium Chloride (Muriate of Potash): 0
PB/2017-18/95705903/1,Cotton,Neem Coated Urea  : 435 | Single Superphosphate (16% P2O5 Granulated): 313 | Potassium Chloride (Muriate of Potash): 67,Diammonium Phosphate (18-46-0): 109 | Neem Coated Urea  : 392 | Potassium Chloride (Muriate of Potash): 67
PB/2017-18/95705962/2,Buck Wheat (Kaspat),Neem Coated Urea  : 0 | Single Superphosphate (16% P2O5 Granulated): 0 | Potassium Chloride (Muriate of Potash): 0,Diammonium Phosphate (18-46-0): 0 | Neem Coated Urea  : 0 | Potassium Chloride (Muriate of Potash): 0
PB/2017-18/95705962/2,Paddy(Dhaan),Neem Coated Urea  : 0 | Single Superphosphate (16% P2O5 Granulated): 0 | Potassium Chloride (Muriate of Potash): 0,Diammonium Phosphate (18-46-0): 0 | Neem Coated Urea  : 0 | Potassium Chloride (Muriate of Potash): 0
PB/2017-18/95705962/2,Maize,Neem Coated Urea  : 361 | Single Superphosphate (16% P2O5 Granulated): 500 | Potassium Chloride (Muriate of Potash): 83,Diammonium Phosphate (18-46-0): 174 | Neem Coated Urea  : 293 | Potassium Chloride (Muriate of Potash): 83
PB/2017-18/95705962/2,Mustard,Neem Coated Urea  : 289 | Single Superphosphate (16% P2O5 Granulated): 250 | Potassium Chloride (Muriate of Potash): 42,Diammonium Phosphate (18-46-0): 87 | Neem Coated Urea  : 255 | Potassium Chloride (Muriate of Potash): 42
PB/2017-18/95705962/2,Sugarcane,Neem Coated Urea  : 0 | Single Superphosphate (16% P2O5 Granulated): 0 | Potassium Chloride (Muriate of Potash): 0,Diammonium Phosphate (18-46-0): 0 | Neem Coated Urea  : 0 | Potassium Chloride (Muriate of Potash): 0
PB/2017-18/95705962/2,Cotton,Neem Coated Urea  : 435 | Single Superphosphate (16% P2O5 Granulated): 250 | Potassium Chloride (Muriate of Potash): 83,Diammonium Phosphate (18-46-0): 87 | Neem Coated Urea  : 401 | Potassium Chloride (Muriate of Potash): 83
PB/2017-18/95705962/1,Buck Wheat (Kaspat),Neem Coated Urea  : 0 | Single Superphosphate (16% P2O5 Granulated): 0 | Potassium Chloride (Muriate of Potash): 0,Diammonium Phosphate (18-46-0): 0 | Neem Coated Urea  : 0 | Potassium Chloride (Muriate of Potash): 0
PB/2017-18/95705962/1,Paddy(Dhaan),Neem Coated Urea  : 0 | Single Superphosphate (16% P2O5 Granulated): 0 | Potassium Chloride (Muriate of Potash): 0,Diammonium Phosphate (18-46-0): 0 | Neem Coated Urea  : 0 | Potassium Chloride (Muriate of Potash): 0
PB/2017-18/95705962/1,Maize,Neem Coated Urea  : 361 | Single Superphosphate (16% P2O5 Granulated): 500 | Potassium Chloride (Muriate of Potash): 83,Diammonium Phosphate (18-46-0): 174 | Neem Coated Urea  : 293 | Potassium Chloride (Muriate of Potash): 83
PB/2017-18/95705962/1,Mustard,Neem Coated Urea  : 289 | Single Superphosphate (16% P2O5 Granulated): 250 | Potassium Chloride (Muriate of Potash): 42,Diammonium Phosphate (18-46-0): 87 | Neem Coated Urea  : 255 | Potassium Chloride (Muriate of Potash): 42
PB/2017-18/95705962/1,Sugarcane,Neem Coated Urea  : 0 | Single Superphosphate (16% P2O5 Granulated): 0 | Potassium Chloride (Muriate of Potash): 0,Diammonium Phosphate (18-46-0): 0 | Neem Coated Urea  : 0 | Potassium Chloride (Muriate of Potash): 0
PB/2017-18/95705962/1,Cotton,Neem Coated Urea  : 435 | Single Superphosphate (16% P2O5 Granulated): 250 | Potassium Chloride (Muriate of Potash): 83,Diammonium Phosphate (18-46-0): 87 | Neem Coated Urea  : 401 | Potassium Chloride (Muriate of Potash): 83
PB/2017-18/95706019/2,Buck Wheat (Kaspat),Neem Coated Urea  : 0 | Single Superphosphate (16% P2O5 Granulated): 0 | Potassium Chloride (Muriate of Potash): 0,Diammonium Phosphate (18-46-0): 0 | Neem Coated Urea  : 0 | Potassium Chloride (Muriate of Potash): 0
PB/2017-18/95706019/2,Paddy(Dhaan),Neem Coated Urea  : 0 | Single Superphosphate (16% P2O5 Granulated): 0 | Potassium Chloride (Muriate of Potash): 0,Diammonium Phosphate (18-46-0): 0 | Neem Coated Urea  : 0 | Potassium Chloride (Muriate of Potash): 0
PB/2017-18/95706019/2,Maize,Neem Coated Urea  : 361 | Single Superphosphate (16% P2O5 Granulated): 625 | Potassium Chloride (Muriate of Potash): 67,Diammonium Phosphate (18-46-0): 217 | Neem Coated Urea  : 276 | Potassium Chloride (Muriate of Potash): 67
PB/2017-18/95706019/2,Mustard,Neem Coated Urea  : 289 | Single Superphosphate (16% P2O5 Granulated): 313 | Potassium Chloride (Muriate of Potash): 33,Diammonium Phosphate (18-46-0): 109 | Neem Coated Urea  : 247 | Potassium Chloride (Muriate of Potash): 33
PB/2017-18/95706019/2,Sugarcane,Neem Coated Urea  : 0 | Single Superphosphate (16% P2O5 Granulated): 0 | Potassium Chloride (Muriate of Potash): 0,Diammonium Phosphate (18-46-0): 0 | Neem Coated Urea  : 0 | Potassium Chloride (Muriate of Potash): 0
PB/2017-18/95706019/2,Cotton,Neem Coated Urea  : 435 | Single Superphosphate (16% P2O5 Granulated): 313 | Potassium Chloride (Muriate of Potash): 67,Diammonium Phosphate (18-46-0): 109 | Neem Coated Urea  : 392 | Potassium Chloride (Muriate of Potash): 67
PB/2017-18/95706019/3,Buck Wheat (Kaspat),Neem Coated Urea  : 0 | Single Superphosphate (16% P2O5 Granulated): 0 | Potassium Chloride (Muriate of Potash): 0,Diammonium Phosphate (18-46-0): 0 | Neem Coated Urea  : 0 | Potassium Chloride (Muriate of Potash): 0
PB/2017-18/95706019/3,Paddy(Dhaan),Neem Coated Urea  : 0 | Single Superphosphate (16% P2O5 Granulated): 0 | Potassium Chloride (Muriate of Potash): 0,Diammonium Phosphate (18-46-0): 0 | Neem Coated Urea  : 0 | Potassium Chloride (Muriate of Potash): 0
PB/2017-18/95706019/3,Maize,Neem Coated Urea  : 361 | Single Superphosphate (16% P2O5 Granulated): 625 | Potassium Chloride (Muriate of Potash): 67,Diammonium Phosphate (18-46-0): 217 | Neem Coated Urea  : 276 | Potassium Chloride (Muriate of Potash): 67
PB/2017-18/95706019/3,Mustard,Neem Coated Urea  : 289 | Single Superphosphate (16% P2O5 Granulated): 313 | Potassium Chloride (Muriate of Potash): 33,Diammonium Phosphate (18-46-0): 109 | Neem Coated Urea  : 247 | Potassium Chloride (Muriate of Potash): 33
PB/2017-18/95706019/3,Sugarcane,Neem Coated Urea  : 0 | Single Superphosphate (16% P2O5 Granulated): 0 | Potassium Chloride (Muriate of Potash): 0,Diammonium Phosphate (18-46-0): 0 | Neem Coated Urea  : 0 | Potassium Chloride (Muriate of Potash): 0
PB/2017-18/95706019/3,Cotton,Neem Coated Urea  : 435 | Single Superphosphate (16% P2O5 Granulated): 313 | Potassium Chloride (Muriate of Potash): 67,Diammonium Phosphate (18-46-0): 109 | Neem Coated Urea  : 392 | Potassium Chloride (Muriate of Potash): 67
PB/2017-18/95706019/1,Buck Wheat (Kaspat),Neem Coated Urea  : 0 | Single Superphosphate (16% P2O5 Granulated): 0 | Potassium Chloride (Muriate of Potash): 0,Diammonium Phosphate (18-46-0): 0 | Neem Coated Urea  : 0 | Potassium Chloride (Muriate of Potash): 0
PB/2017-18/95706019/1,Paddy(Dhaan),Neem Coated Urea  : 0 | Single Superphosphate (16% P2O5 Granulated): 0 | Potassium Chloride (Muriate of Potash): 0,Diammonium Phosphate (18-46-0): 0 | Neem Coated Urea  : 0 | Potassium Chloride (Muriate of Potash): 0
PB/2017-18/95706019/1,Maize,Neem Coated Urea  : 361 | Single Superphosphate (16% P2O5 Granulated): 625 | Potassium Chloride (Muriate of Potash): 67,Diammonium Phosphate (18-46-0): 217 | Neem Coated Urea  : 276 | Potassium Chloride (Muriate of Potash): 67
PB/2017-18/95706019/1,Mustard,Neem Coated Urea  : 289 | Single Superphosphate (16% P2O5 Granulated): 313 | Potassium Chloride (Muriate of Potash): 33,Diammonium Phosphate (18-46-0): 109 | Neem Coated Urea  : 247 | Potassium Chloride (Muriate of Potash): 33
PB/2017-18/95706019/1,Sugarcane,Neem Coated Urea  : 0 | Single Superphosphate (16% P2O5 Granulated): 0 | Potassium Chloride (Muriate of Potash): 0,Diammonium Phosphate (18-46-0): 0 | Neem Coated Urea  : 0 | Potassium Chloride (Muriate of Potash): 0
PB/2017-18/95706019/1,Cotton,Neem Coated Urea  : 435 | Single Superphosphate (16% P2O5 Granulated): 313 | Potassium Chloride (Muriate of Potash): 67,Diammonium Phosphate (18-46-0): 109 | Neem Coated Urea  : 392 | Potassium Chloride (Muriate of Potash): 67
PB/2017-18/95706080/2,Buck Wheat (Kaspat),Neem Coated Urea  : 0 | Single Superphosphate (16% P2O5 Granulated): 0 | Potassium Chloride (Muriate of Potash): 0,Diammonium Phosphate (18-46-0): 0 | Neem Coated Urea  : 0 | Potassium Chloride (Muriate of Potash): 0
PB/2017-18/95706080/2,Paddy(Dhaan),Neem Coated Urea  : 0 | Single Superphosphate (16% P2O5 Granulated): 0 | Potassium Chloride (Muriate of Potash): 0,Diammonium Phosphate (18-46-0): 0 | Neem Coated Urea  : 0 | Potassium Chloride (Muriate of Potash): 0
PB/2017-18/95706080/2,Maize,Neem Coated Urea  : 361 | Single Superphosphate (16% P2O5 Granulated): 625 | Potassium Chloride (Muriate of Potash): 67,Diammonium Phosphate (18-46-0): 217 | Neem Coated Urea  : 276 | Potassium Chloride (Muriate of Potash): 67
PB/2017-18/95706080/2,Mustard,Neem Coated Urea  : 289 | Single Superphosphate (16% P2O5 Granulated): 313 | Potassium Chloride (Muriate of Potash): 33,Diammonium Phosphate (18-46-0): 109 | Neem Coated Urea  : 247 | Potassium Chloride (Muriate of Potash): 33
PB/2017-18/95706080/2,Sugarcane,Neem Coated Urea  : 0 | Single Superphosphate (16% P2O5 Granulated): 0 | Potassium Chloride (Muriate of Potash): 0,Diammonium Phosphate (18-46-0): 0 | Neem Coated Urea  : 0 | Potassium Chloride (Muriate of Potash): 0
PB/2017-18/95706080/2,Cotton,Neem Coated Urea  : 435 | Single Superphosphate (16% P2O5 Granulated): 313 | Potassium Chloride (Muriate of Potash): 67,Diammonium Phosphate (18-46-0): 109 | Neem Coated Urea  : 392 | Potassium Chloride (Muriate of Potash): 67
PB/2017-18/95706080/1,Buck Wheat (Kaspat),Neem Coated Urea  : 0 | Single Superphosphate (16% P2O5 Granulated): 0 | Potassium Chloride (Muriate of Potash): 0,Diammonium Phosphate (18-46-0): 0 | Neem Coated Urea  : 0 | Potassium Chloride (Muriate of Potash): 0
PB/2017-18/95706080/1,Paddy(Dhaan),Neem Coated Urea  : 0 | Single Superphosphate (16% P2O5 Granulated): 0 | Potassium Chloride (Muriate of Potash): 0,Diammonium Phosphate (18-46-0): 0 | Neem Coated Urea  : 0 | Potassium Chloride (Muriate of Potash): 0
PB/2017-18/95706080/1,Maize,Neem Coated Urea  : 361 | Single Superphosphate (16% P2O5 Granulated): 625 | Potassium Chloride (Muriate of Potash): 67,Diammonium Phosphate (18-46-0): 217 | Neem Coated Urea  : 276 | Potassium Chloride (Muriate of Potash): 67
PB/2017-18/95706080/1,Mustard,Neem Coated Urea  : 289 | Single Superphosphate (16% P2O5 Granulated): 313 | Potassium Chloride (Muriate of Potash): 33,Diammonium Phosphate (18-46-0): 109 | Neem Coated Urea  : 247 | Potassium Chloride (Muriate of Potash): 33
PB/2017-18/95706080/1,Sugarcane,Neem Coated Urea  : 0 | Single Superphosphate (16% P2O5 Granulated): 0 | Potassium Chloride (Muriate of Potash): 0,Diammonium Phosphate (18-46-0): 0 | Neem Coated Urea  : 0 | Potassium Chloride (Muriate of Potash): 0
PB/2017-18/95706080/1,Cotton,Neem Coated Urea  : 435 | Single Superphosphate (16% P2O5 Granulated): 313 | Potassium Chloride (Muriate of Potash): 67,Diammonium Phosphate (18-46-0): 109 | Neem Coated Urea  : 392 | Potassium Chloride (Muriate of Potash): 67
PB/2017-18/95706121/2,Buck Wheat (Kaspat),Neem Coated Urea  : 0 | Single Superphosphate (16% P2O5 Granulated): 0 | Potassium Chloride (Muriate of Potash): 0,Diammonium Phosphate (18-46-0): 0 | Neem Coated Urea  : 0 | Potassium Chloride (Muriate of Potash): 0
PB/2017-18/95706121/2,Paddy(Dhaan),Neem Coated Urea  : 0 | Single Superphosphate (16% P2O5 Granulated): 0 | Potassium Chloride (Muriate of Potash): 0,Diammonium Phosphate (18-46-0): 0 | Neem Coated Urea  : 0 | Potassium Chloride (Muriate of Potash): 0
PB/2017-18/95706121/2,Maize,Neem Coated Urea  : 361 | Single Superphosphate (16% P2O5 Granulated): 625 | Potassium Chloride (Muriate of Potash): 67,Diammonium Phosphate (18-46-0): 217 | Neem Coated Urea  : 276 | Potassium Chloride (Muriate of Potash): 67
PB/2017-18/95706121/2,Mustard,Neem Coated Urea  : 289 | Single Superphosphate (16% P2O5 Granulated): 313 | Potassium Chloride (Muriate of Potash): 33,Diammonium Phosphate (18-46-0): 109 | Neem Coated Urea  : 247 | Potassium Chloride (Muriate of Potash): 33
PB/2017-18/95706121/2,Sugarcane,Neem Coated Urea  : 0 | Single Superphosphate (16% P2O5 Granulated): 0 | Potassium Chloride (Muriate of Potash): 0,Diammonium Phosphate (18-46-0): 0 | Neem Coated Urea  : 0 | Potassium Chloride (Muriate of Potash): 0
PB/2017-18/95706121/2,Cotton,Neem Coated Urea  : 435 | Single Superphosphate (16% P2O5 Granulated): 313 | Potassium Chloride (Muriate of Potash): 67,Diammonium Phosphate (18-46-0): 109 | Neem Coated Urea  : 392 | Potassium Chloride (Muriate of Potash): 67
PB/2017-18/95706121/1,Buck Wheat (Kaspat),Neem Coated Urea  : 0 | Single Superphosphate (16% P2O5 Granulated): 0 | Potassium Chloride (Muriate of Potash): 0,Diammonium Phosphate (18-46-0): 0 | Neem Coated Urea  : 0 | Potassium Chloride (Muriate of Potash): 0
PB/2017-18/95706121/1,Paddy(Dhaan),Neem Coated Urea  : 0 | Single Superphosphate (16% P2O5 Granulated): 0 | Potassium Chloride (Muriate of Potash): 0,Diammonium Phosphate (18-46-0): 0 | Neem Coated Urea  : 0 | Potassium Chloride (Muriate of Potash): 0
PB/2017-18/95706121/1,Maize,Neem Coated Urea  : 361 | Single Superphosphate (16% P2O5 Granulated): 625 | Potassium Chloride (Muriate of Potash): 67,Diammonium Phosphate (18-46-0): 217 | Neem Coated Urea  : 276 | Potassium Chloride (Muriate of Potash): 67
PB/2017-18/95706121/1,Mustard,Neem Coated Urea  : 289 | Single Superphosphate (16% P2O5 Granulated): 313 | Potassium Chloride (Muriate of Potash): 33,Diammonium Phosphate (18-46-0): 109 | Neem Coated Urea  : 247 | Potassium Chloride (Muriate of Potash): 33
PB/2017-18/95706121/1,Sugarcane,Neem Coated Urea  : 0 | Single Superphosphate (16% P2O5 Granulated): 0 | Potassium Chloride (Muriate of Potash): 0,Diammonium Phosphate (18-46-0): 0 | Neem Coated Urea  : 0 | Potassium Chloride (Muriate of Potash): 0
PB/2017-18/95706121/1,Cotton,Neem Coated Urea  : 435 | Single Superphosphate (16% P2O5 Granulated): 313 | Potassium Chloride (Muriate of Potash): 67,Diammonium Phosphate (18-46-0): 109 | Neem Coated Urea  : 392 | Potassium Chloride (Muriate of Potash): 67
PB/2017-18/95706165/2,Buck Wheat (Kaspat),Neem Coated Urea  : 0 | Single Superphosphate (16% P2O5 Granulated): 0 | Potassium Chloride (Muriate of Potash): 0,Diammonium Phosphate (18-46-0): 0 | Neem Coated Urea  : 0 | Potassium Chloride (Muriate of Potash): 0
PB/2017-18/95706165/2,Paddy(Dhaan),Neem Coated Urea  : 0 | Single Superphosphate (16% P2O5 Granulated): 0 | Potassium Chloride (Muriate of Potash): 0,Diammonium Phosphate (18-46-0): 0 | Neem Coated Urea  : 0 | Potassium Chloride (Muriate of Potash): 0
PB/2017-18/95706165/2,Maize,Neem Coated Urea  : 361 | Single Superphosphate (16% P2O5 Granulated): 500 | Potassium Chloride (Muriate of Potash): 67,Diammonium Phosphate (18-46-0): 174 | Neem Coated Urea  : 293 | Potassium Chloride (Muriate of Potash): 67
PB/2017-18/95706165/2,Mustard,Neem Coated Urea  : 289 | Single Superphosphate (16% P2O5 Granulated): 250 | Potassium Chloride (Muriate of Potash): 33,Diammonium Phosphate (18-46-0): 87 | Neem Coated Urea  : 255 | Potassium Chloride (Muriate of Potash): 33
PB/2017-18/95706165/2,Sugarcane,Neem Coated Urea  : 0 | Single Superphosphate (16% P2O5 Granulated): 0 | Potassium Chloride (Muriate of Potash): 0,Diammonium Phosphate (18-46-0): 0 | Neem Coated Urea  : 0 | Potassium Chloride (Muriate of Potash): 0
PB/2017-18/95706165/2,Cotton,Neem Coated Urea  : 435 | Single Superphosphate (16% P2O5 Granulated): 250 | Potassium Chloride (Muriate of Potash): 67,Diammonium Phosphate (18-46-0): 87 | Neem Coated Urea  : 401 | Potassium Chloride (Muriate of Potash): 67
PB/2017-18/95706165/1,Buck Wheat (Kaspat),Neem Coated Urea  : 0 | Single Superphosphate (16% P2O5 Granulated): 0 | Potassium Chloride (Muriate of Potash): 0,Diammonium Phosphate (18-46-0): 0 | Neem Coated Urea  : 0 | Potassium Chloride (Muriate of Potash): 0
PB/2017-18/95706165/1,Paddy(Dhaan),Neem Coated Urea  : 0 | Single Superphosphate (16% P2O5 Granulated): 0 | Potassium Chloride (Muriate of Potash): 0,Diammonium Phosphate (18-46-0): 0 | Neem Coated Urea  : 0 | Potassium Chloride (Muriate of Potash): 0
PB/2017-18/95706165/1,Maize,Neem Coated Urea  : 361 | Single Superphosphate (16% P2O5 Granulated): 500 | Potassium Chloride (Muriate of Potash): 67,Diammonium Phosphate (18-46-0): 174 | Neem Coated Urea  : 293 | Potassium Chloride (Muriate of Potash): 67
PB/2017-18/95706165/1,Mustard,Neem Coated Urea  : 289 | Single Superphosphate (16% P2O5 Granulated): 250 | Potassium Chloride (Muriate of Potash): 33,Diammonium Phosphate (18-46-0): 87 | Neem Coated Urea  : 255 | Potassium Chloride (Muriate of Potash): 33
PB/2017-18/95706165/1,Sugarcane,Neem Coated Urea  : 0 | Single Superphosphate (16% P2O5 Granulated): 0 | Potassium Chloride (Muriate of Potash): 0,Diammonium Phosphate (18-46-0): 0 | Neem Coated Urea  : 0 | Potassium Chloride (Muriate of Potash): 0
PB/2017-18/95706165/1,Cotton,Neem Coated Urea  : 435 | Single Superphosphate (16% P2O5 Granulated): 250 | Potassium Chloride (Muriate of Potash): 67,Diammonium Phosphate (18-46-0): 87 | Neem Coated Urea  : 401 | Potassium Chloride (Muriate of Potash): 67
PB/2017-18/95706211/2,Buck Wheat (Kaspat),Neem Coated Urea  : 0 | Single Superphosphate (16% P2O5 Granulated): 0 | Potassium Chloride (Muriate of Potash): 0,Diammonium Phosphate (18-46-0): 0 | Neem Coated Urea  : 0 | Potassium Chloride (Muriate of Potash): 0
PB/2017-18/95706211/2,Paddy(Dhaan),Neem Coated Urea  : 0 | Single Superphosphate (16% P2O5 Granulated): 0 | Potassium Chloride (Muriate of Potash): 0,Diammonium Phosphate (18-46-0): 0 | Neem Coated Urea  : 0 | Potassium Chloride (Muriate of Potash): 0
PB/2017-18/95706211/2,Maize,Neem Coated Urea  : 361 | Single Superphosphate (16% P2O5 Granulated): 625 | Potassium Chloride (Muriate of Potash): 67,Diammonium Phosphate (18-46-0): 217 | Neem Coated Urea  : 276 | Potassium Chloride (Muriate of Potash): 67
PB/2017-18/95706211/2,Mustard,Neem Coated Urea  : 289 | Single Superphosphate (16% P2O5 Granulated): 313 | Potassium Chloride (Muriate of Potash): 33,Diammonium Phosphate (18-46-0): 109 | Neem Coated Urea  : 247 | Potassium Chloride (Muriate of Potash): 33
PB/2017-18/95706211/2,Sugarcane,Neem Coated Urea  : 0 | Single Superphosphate (16% P2O5 Granulated): 0 | Potassium Chloride (Muriate of Potash): 0,Diammonium Phosphate (18-46-0): 0 | Neem Coated Urea  : 0 | Potassium Chloride (Muriate of Potash): 0
PB/2017-18/95706211/2,Cotton,Neem Coated Urea  : 435 | Single Superphosphate (16% P2O5 Granulated): 313 | Potassium Chloride (Muriate of Potash): 67,Diammonium Phosphate (18-46-0): 109 | Neem Coated Urea  : 392 | Potassium Chloride (Muriate of Potash): 67
PB/2017-18/95706211/1,Buck Wheat (Kaspat),Neem Coated Urea  : 0 | Single Superphosphate (16% P2O5 Granulated): 0 | Potassium Chloride (Muriate of Potash): 0,Diammonium Phosphate (18-46-0): 0 | Neem Coated Urea  : 0 | Potassium Chloride (Muriate of Potash): 0
PB/2017-18/95706211/1,Paddy(Dhaan),Neem Coated Urea  : 0 | Single Superphosphate (16% P2O5 Granulated): 0 | Potassium Chloride (Muriate of Potash): 0,Diammonium Phosphate (18-46-0): 0 | Neem Coated Urea  : 0 | Potassium Chloride (Muriate of Potash): 0
PB/2017-18/95706211/1,Maize,Neem Coated Urea  : 361 | Single Superphosphate (16% P2O5 Granulated): 625 | Potassium Chloride (Muriate of Potash): 67,Diammonium Phosphate (18-46-0): 217 | Neem Coated Urea  : 276 | Potassium Chloride (Muriate of Potash): 67
PB/2017-18/95706211/1,Mustard,Neem Coated Urea  : 289 | Single Superphosphate (16% P2O5 Granulated): 313 | Potassium Chloride (Muriate of Potash): 33,Diammonium Phosphate (18-46-0): 109 | Neem Coated Urea  : 247 | Potassium Chloride (Muriate of Potash): 33
PB/2017-18/95706211/1,Sugarcane,Neem Coated Urea  : 0 | Single Superphosphate (16% P2O5 Granulated): 0 | Potassium Chloride (Muriate of Potash): 0,Diammonium Phosphate (18-46-0): 0 | Neem Coated Urea  : 0 | Potassium Chloride (Muriate of Potash): 0
PB/2017-18/95706211/1,Cotton,Neem Coated Urea  : 435 | Single Superphosphate (16% P2O5 Granulated): 313 | Potassium Chloride (Muriate of Potash): 67,Diammonium Phosphate (18-46-0): 109 | Neem Coated Urea  : 392 | Potassium Chloride (Muriate of Potash): 67
PB/2017-18/95706290/1,Buck Wheat (Kaspat),Neem Coated Urea  : 0 | Single Superphosphate (16% P2O5 Granulated): 0 | Potassium Chloride (Muriate of Potash): 0,Diammonium Phosphate (18-46-0): 0 | Neem Coated Urea  : 0 | Potassium Chloride (Muriate of Potash): 0
